"","merged_dataP[, 1]"
"AKAP1",5.19287184284553
"CYB5R3",7.20141608548464
"VCAM1",8.46625920457394
"TPD52L2",7.96725113591424
"PLK4",3.39465609049763
"RP11-414H17.5",3.49446695130913
"ST6GALNAC2",8.38501775651558
"KIF13B",7.1550045275561
"TDP1",3.25592031397272
"ACOT13",8.13135504454039
"AQP9",4.84645536297638
"TGIF2",6.26789795675209
"FBXW4",7.13692785773535
"PSMA4",8.15653110727352
"C11orf16",4.10869460261847
"POMZP3",4.72874278574822
"DCHS2",2.91265802847922
"PRG4",3.00423837358004
"OTUB2",4.32473657140114
"GFRA4",3.02857715048075
"DRD4",3.36329235469808
"PTGER1",4.80553579199783
"PAXIP1",5.23641860850817
"TUBGCP5",5.18758631985892
"AUTS2",6.47312113196069
"BASP1",7.48359535968975
"PRSS23",7.19640263959461
"IRAK1",5.19978451375209
"IMPDH2",7.94580750087214
"ZNF143",5.75409610512606
"GEM",6.0681257597622
"GOT1",8.22613230630819
"ARHGAP4",5.21089449686791
"PCDHGB6",3.21592928737281
"UBASH3A",4.49188186733882
"DDIT3",7.7600579334896
"REPS2",8.06286834884458
"RP11-15P13.1",2.71100993567452
"PTK6",3.07688054047318
"MRPS34",6.4079595007648
"EPHB6",4.4857661073027
"CCL4",5.92606619772556
"PIBF1",5.24929902308797
"ZNF557",4.55971368045734
"DEC1",3.05274990751173
"WNT7B",3.9295066962785
"FBXO42",4.38779521448942
"RNF216",5.22728463611458
"SPRYD7",4.91264195115565
"SLC38A7",3.29512574630365
"CTSK",5.80339614342893
"DHX29",7.4458983859942
"PSCA",3.1282854007203
"HGS",4.51811368205326
"CASP1",5.47273716388223
"ODF1",3.27362804802767
"FSHR",2.93320398095666
"THUMPD2",5.59869975402508
"RAB6B",4.94350022686017
"CEBPG",6.44526607245052
"OR2F1",2.62772903470536
"SH3BGR",5.9006635120775
"TBCC",6.10678194618624
"GPR12",2.78446979407344
"CHIA",3.76853308357476
"SLIRP",7.84652059009956
"CNTNAP2",2.61162639929778
"IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31",4.32214469388964
"GPR126",4.25789600423226
"EMID1",3.92652036178846
"MYOZ2",2.97423156276254
"MYBBP1A",6.71781652018648
"SYK",5.14403174168487
"TIMM10B",7.67856779915196
"SDHAF1",5.86452237640302
"ILK",8.99950078930736
"EXOSC9",7.79607954641584
"FBXL6",3.77103159433647
"IKZF3",3.42423347462939
"KIAA0319",3.70151645485485
"TAAR3",2.64255728335713
"METTL4",4.78089989558834
"C1orf186 /// LOC100505650 /// LOC101929219",4.02198395859316
"SDF2L1",5.40893154501917
"CYP27A1",7.18744264134329
"CPT2",6.17904060424247
"NFATC3",4.18355281493876
"AIRE",4.29558633964493
"CYP4F8",2.98194018082954
"TCIRG1",6.52087393162349
"CCL17",3.2838962029751
"IFNG",3.30595081246489
"SH2D3C",5.0360381884763
"ST6GALNAC4",4.89203126671162
"HIST1H2BE",7.57772238074319
"FLT3LG",5.24295559699559
"ACTC1",4.10468858744513
"TCHH",2.64249380070759
"RP13-258O15.1 /// RPL26P37 /// RPL26P37",7.95111365524584
"ZNF780A /// ZNF780B",3.69392104503832
"ABCA11P",3.7448249393088
"CLEC2B",6.22307407374751
"LOC100505534",2.52753582587111
"HLA-F-AS1",5.69891183161298
"MRPL2",5.99882579117437
"NEUROG2",3.13114569014427
"SGCG",2.78955336462944
"RTN3",9.76737009014131
"SPATS2L",6.48674743643122
"NDC1",5.47468830850838
"BSG",8.76085757852083
"ABHD14A /// ACY1",6.87954567386474
"TRIP10",6.18616330393514
"DIO3",4.16572395937216
"ACKR4",4.10112580327578
"SOX9",7.04494563807619
"RUNX1-IT1",4.89358687333128
"RP3-522P13.1",3.11859782946061
"AKR7A3",6.73493862243541
"RP1-263J7.1 /// RPL7P27",2.71842359714512
"ZNF384",6.4471292269368
"GPX3",10.5005518102929
"UQCRB",8.13012265461662
"LIG1",4.78182955083384
"HR",3.72301365069767
"TRIP11",6.05368792039757
"POTEKP",5.53237465553862
"RP3-334F4.2",2.80842257645131
"PRO2958",2.89328547814989
"ABCD2",2.70953377597257
"EDEM1",6.88670769640982
"ZFPM2",4.5301923991283
"VWA7",4.0073793988471
"IL24",3.32151490701873
"LIMCH1",7.60695228406216
"SH3BP4",6.72277975859524
"SLITRK5",2.45164878678481
"CLPS",4.41208316910498
"CEL",3.964017285202
"INSRR",3.69668744953527
"PIP",3.8433844442566
"THAP9-AS1",6.23713449663557
"RPS12",12.5219394664889
"CTAG2",3.93603451224505
"NOL4",3.82755320113024
"MAGEA4",2.62199393809035
"PTH2R",3.32872809715677
"PMVK",7.67905164904809
"PSMD4",9.34334692420558
"GZMH",6.73228160024363
"ATP5G2P1 /// ATP5G2P1",3.21241594641943
"DYNC2H1",5.71605886525897
"PHF2",6.66749467093143
"DUTP1 /// DUTP1",3.35038688604949
"GJA4",4.38390312660113
"PTPRD",5.6654473582019
"VPS11",8.14565092966898
"KIF3A",6.81076113233831
"RBMX2",5.46783783199822
"GDAP1",5.98494923790714
"LAP3",8.10070726519036
"FHOD3",5.8405522500353
"LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3",8.5513387376128
"ARL2BP",6.70593424028849
"RFPL1S",3.16499663057121
"ZNF385D",4.5116839875875
"ZNF443",3.8125577881856
"CARF",5.54080591134817
"RWDD2B",7.27625148841448
"CDH3",5.44115274532469
"PDZK1",8.91533740189712
"USPL1",4.67473487127021
"RHCG",6.18511583657259
"MSH3",6.54502749350162
"HIST1H2AJ",6.45101361292008
"CR2",3.59063884106428
"OR7E24",2.54217197832875
"PAK6",4.19245820176382
"FAM155B",3.82600051454737
"PMCHL1",3.20225458908899
"IL36G",2.97068937121038
"NMI",7.7070883812594
"RIPK1",5.37315631539842
"HIST1H4G",3.09885233820285
"TAF1C",5.19868750094781
"KIF5A",3.66180826686522
"PLAG1",4.29953353344526
"GGCT",6.90727891577304
"RPL36A /// RPL36A-HNRNPH2",10.5045185836666
"TAF9B",6.86133722213882
"SERPINF1",6.56891150069574
"UBFD1",5.58760876216623
"CTAGE15 /// CTAGE4 /// CTAGE8 /// CTAGE9",7.19379249543125
"PGM1",8.55662262324519
"MAGED2",7.05259774669902
"OLFM4",9.04612398051027
"TRRAP",4.47400378016832
"CUTC",6.53271693020282
"TMEM151B",4.6966362630638
"PHYH",8.12261866891775
"LILRA4",4.69922931650944
"RNF13",8.15292104459766
"PLCG2",4.16676406533506
"PLK1",4.04791158653353
"CPA4",3.85274850168316
"C6orf62",8.86090215313542
"ATG4A",5.90699642549269
"PILRA",6.41210190969396
"GPN2",5.54822962230612
"ACP5",7.26458535528597
"KDELR3",4.07310685263568
"ABCB4",3.45847778538294
"CPE",5.47305397104299
"SLC6A6",3.83643154735917
"CCR6",4.85730826609298
"UROS",6.4052758395484
"ABCA6",4.23029246517415
"HIST1H3C",4.24577770432242
"GTF2E1",5.96305951807207
"RNF10",9.54003155943474
"ARHGAP22",4.4370391263553
"MED7",8.16808100134481
"PKN2",6.88450573785723
"HSPB1",9.2854106550872
"PSMC3IP",7.47387758730039
"PGM5",6.04819406055718
"TNPO2",7.86082365969126
"NOSIP",6.5868116611913
"RLF",6.48321057492486
"INPP5E",5.3638580960026
"RBM28",4.96863040188021
"SERPINB10",2.63770938880792
"POLR2I",8.20871204957969
"FBXO46",5.35284912351291
"ARR3",3.51316797759307
"STARD13",6.35786540956369
"MAGED1",7.19590478057654
"DLK1",2.79694037934269
"C21orf59",6.95359511845211
"LGALS14",2.86645064971925
"CRYBB2P1",4.18263751483757
"C17orf70",4.56509730368992
"DCTN1 /// SLC4A5",7.0800436111049
"PLA2G15",6.12234630140856
"TNFAIP3",5.70285550850663
"DTL",2.63359268936267
"HARS2",6.90908425819266
"SERPINB7",2.85890360304136
"MYBPH",3.76354195294812
"SOCS5",4.11345345449235
"IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28",6.15861449100822
"AP001062.7 /// C21orf2",3.6775570806935
"PCOLCE2",5.2172889966544
"LOC102725136 /// LOC441666",3.28467606626426
"PNP",9.64959113577453
"RRP8",5.81772838105395
"CLEC5A",3.31297197439706
"LOC220077",3.18179169663233
"SPAG11A",3.82184270644239
"PRO2964",3.2112108172532
"SEC16A",7.4762098049429
"HYOU1",6.25443420885026
"CIDEC",4.07615857096263
"PDIA3",10.3062311984613
"PRDM12",4.98935122828568
"ZNF274",6.10628617149385
"VIP",3.21265556483355
"C6orf15",3.79805336115217
"RUVBL1",6.12096232422596
"RPS6KB2",4.80776655717421
"TAC1",4.331871208015
"C8orf4",7.38823085231902
"EIF2AK1",9.52805569076692
"MPO",3.61542457460074
"FBXO7",8.01587755696155
"UBA5",6.63766192249147
"CEMIP",3.75536438070476
"MGA",6.63237898556294
"FSTL1",5.80879658908791
"MRPL22",6.70228464706491
"CHPF",4.82621298411221
"CRY2",6.17047951770047
"ZAP70",5.40493097410418
"CYP7B1",4.34735705067352
"P2RX5",3.79154282639773
"OVOL1",4.94614831230142
"MYOT",4.71990084898749
"ORC6",4.33929451412958
"THNSL1",5.03055108421142
"SFRP4",4.06911510455727
"SP110",6.66324259890557
"CDC5L",6.49300494294352
"GSTT1",4.18334568694896
"MXD3",5.19066206669325
"RAPGEF4",4.37708346754336
"ARF1P1 /// ARF1P1",3.29212440817357
"TERF2IP",9.46881660624522
"ALDH4A1",7.27447250791286
"ETFDH",6.26999303310541
"KRT9",3.85235925823321
"IFNB1",2.7634987969268
"IL1R2",5.64440570070543
"SOX18",3.28257086430962
"HAUS4 /// MIR4707",7.55153078999075
"APOBR",4.70254914605384
"LINC00597",4.29868783887131
"RNF103",6.85701005143346
"MYOF",4.57085304635989
"MRPS10",8.06679512510688
"ATG14",6.73899242066664
"FAM111A",4.93891164757656
"DGKZ",5.43830918653648
"CYBRD1",5.3000634585005
"PARP2",5.61457563052744
"SPINT1",7.23177756259351
"LPCAT3 /// U47924.30",4.41486629294223
"PI4KA /// PI4KAP1 /// PI4KAP2",6.90817031445045
"CCDC88C",3.94079738362405
"THRAP3",6.03638656326437
"HOMER1",4.6920390489171
"FBXO11",7.89195716807593
"GZMB",6.95977891413485
"LYL1",5.36368960904865
"PSMC6",7.35164107183581
"TBC1D13",6.29139967548421
"CDC42SE1",5.03783287734776
"ZNF226",5.82942674382175
"NDEL1",5.80886250277068
"TUBB2A /// TUBB2B",4.66838627990566
"MYL3",5.84299438114596
"SLC31A1",5.65222211015589
"IL21R",4.18600549527465
"HAUS6",3.96099052299796
"FGG",5.56953076199613
"IFNA7",3.34991221776816
"CHRNB1",3.75923995070432
"UGT1A1 /// UGT1A3 /// UGT1A5 /// UGT1A8 /// UGT1A9",4.93649047354597
"KIF20B",5.11614416761466
"PES1",4.06042489042419
"UTP14A",2.99295502132489
"LSS",6.56406571510453
"ORAI3",7.92682416295026
"USP19",6.21941239247359
"PMPCA",5.80275434752069
"ZNF234",4.24749558809442
"VNN3",4.18062389354538
"LIN28A",3.08606629844589
"TNFRSF1A",8.47482637158872
"DRAM1",7.10921696885257
"ZKSCAN4",5.13445125127242
"HSP90AA1",9.29773673831833
"NPY",3.49751635686797
"AQP8",3.44241505545917
"GRTP1",5.35961875068755
"TRIP13",3.81484507610791
"TRPM2",3.84358902041921
"CCL21",8.45221836081708
"ICOS",2.93408569270597
"KLRC1 /// KLRC2",3.8869595836909
"IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31",5.43524208859664
"LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// NPIPB8",5.6894902160347
"DNASE1L1",7.61747401863298
"CCDC82",5.37422676539044
"HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J",4.10564602944246
"MOXD1",7.61210123947483
"DNAJB5",4.26772812546327
"LAD1",5.87217798777587
"C5AR2",3.86083813275277
"RPL23AP22 /// RPL23AP22",2.55194629819197
"MAP3K6",4.19597924607606
"TCL1B",4.09732139261475
"EYA1",3.45905442978979
"LMX1B",3.89807401682854
"CNGA3",2.66209864928299
"SGCE",7.48434978642051
"CD38",4.7616171122062
"MRAS",8.03150858560828
"R3HDM4",7.6564523106204
"NDST2 /// ZSWIM8-AS1",4.0216234204963
"FGF13",5.85202435051169
"NCLN",4.85913841800332
"TNPO3",8.01060350132075
"SLC39A4",6.91106332714831
"PNN",9.24694185025236
"YAF2",5.01349546424603
"AP1B1",6.75754600977163
"HBE1",3.50130405663512
"TFDP1",7.50196718611369
"MEF2B /// MEF2BNB /// MEF2BNB-MEF2B",3.28964115021643
"CIRBP",9.10505026127329
"XPO4",6.62099284558218
"TP53",4.38801437089591
"HK2",5.53268961301131
"CFDP1",9.93228628247939
"GINS1",4.49417664328186
"MX1",6.0165331126634
"TTC30A",4.67226646378744
"NUDT18",4.30228137239621
"PAPSS1",7.18081193356367
"CCDC101",6.19820946891071
"SNCB",3.86542804694573
"ST8SIA2",2.96056512968901
"TRMT11",5.74781824175521
"GHSR",3.48058230119854
"PLEKHS1",3.14724285894615
"KCNS1",3.76396880196503
"CPB2",2.52691583714481
"RPS6KA5",4.74955860845579
"DPM1",7.19660928558384
"SPTBN2",4.54847580978325
"NCR3",3.06395720068588
"ZNF219",5.95288284680519
"CCDC121",4.49767098436711
"NOL10",5.87054879949467
"GNG3",3.64672046189423
"ERCC3",6.19736019127607
"ATXN3L",2.38817179608499
"ZNF576",4.95667083257043
"DKFZP586I1420",6.20027995104437
"PI15",3.70454587825867
"KCNJ1",8.50488792673789
"PCDHB8",2.98727602017725
"HSD17B6",3.73237460505921
"TRPM8",3.58643839992837
"CTB-102L5.7",5.35323430218674
"DENND4B",8.00487485880489
"GMPR",7.43502848402054
"USP16",6.63038749875738
"MMP3",3.10372593293347
"SLC7A2",6.35466909833677
"RWDD1",7.68870963411625
"DPY19L4",5.09102658471126
"TNFRSF8",4.80147030074373
"TLE6",4.25412912409754
"FABP5",5.04136450396873
"PIGZ",4.18298116988116
"NPPA",4.92621481076764
"SLURP1",3.79568688550896
"KIAA0513",3.62257526277149
"CHFR",5.62036073059839
"RASGRP3",3.35326561023182
"GALR3",3.68319405113659
"RAB3D",6.98593953127752
"LOC101927792",3.15958606958705
"GDI1",7.97375327111179
"CYP4B1",2.69106156030275
"PDE6B",4.58798364923456
"SMYD3",5.5040623516811
"H6PD",4.02490117240242
"PRELP",4.98902428316716
"ZNF839",5.25891925563938
"IPO4 /// TM9SF1",7.35545573563617
"GSTA1",8.96718668846391
"SOX10",3.60570956358119
"SLC39A2",2.92950267004342
"CRYBA1",2.55510274439207
"PRG2",3.95299510820932
"NSUN5P1 /// NSUN5P2",6.89489976293258
"C1orf112",4.03126173106791
"CEP104",6.50075828936112
"PMM1",6.93680427779411
"TCP11",3.14063781615236
"RHOBTB2",4.7080392992169
"ASB13",7.31294874568094
"MAP3K4",6.03619803032157
"SCAF8",7.45283404589843
"RNASEH2A",4.21588152277022
"CSNK1D",9.27305907546294
"RECQL4",4.14917915395419
"IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31",4.61867172570927
"DKFZP434C153 /// OBSCN",4.69406428310222
"STAC",4.60761301395094
"RORB",4.61447033296815
"NDRG2",8.09281071450321
"OR1F2P",2.9838866667876
"HOXA3",7.57351079709498
"ZNF16",5.28335716709918
"CNPY4",5.30313292355281
"SPDL1",4.52114982137538
"POLD3",7.46649470205136
"CCPG1",6.15226818104222
"COG4",7.28015179687134
"NCAPG",4.14145642599617
"MYOG",3.72417287448922
"MBOAT2",7.57253698594624
"ISG20",7.02445177228102
"DPM2",6.54102783940966
"SCRN1",6.13213850871066
"ZNF426",3.52879981971598
"NR4A2",4.53037662711014
"ODF2",4.07793956148236
"MT1E",10.6855700489846
"TMEM11",6.55334514676899
"ICAM3",8.34024230217229
"DHRS3",8.52399886468815
"VPS33B",5.67453082947742
"LGALS3",8.35401692223589
"RPA1",6.36867430881041
"BCL6",5.94002174502678
"SOX14",2.79364977406797
"MIR4784 /// MZT2A /// MZT2B",7.31702035164586
"CLU",7.25325513031541
"FAM46C",6.88484714211276
"POR",5.97873312374238
"GNL3 /// SNORD19B",6.77178507447063
"ERVMER34-1",4.85519019660893
"KLF6",6.41966386398722
"ITGB7",6.38509005375608
"GSTM3",8.37060949941452
"BRD2",6.70027617656846
"IQCE",4.34780063149107
"HINFP",5.37901969643645
"INPPL1",5.27952087169393
"DPH5",5.73370946450827
"ASXL3",4.71094022189139
"HBQ1",5.51739649680391
"WASF3",5.59491813512435
"TUFT1",6.71237133264177
"CTAGE1",2.49888104979623
"IL2RG",7.39644038187071
"SPDYE2",6.3084442840556
"CEACAM6",4.04777177707548
"SHC1",7.99828477959707
"ABAT",8.35016634656281
"CATSPERB",3.19586920761796
"DEXI",6.69359758644526
"LPPR4",4.18197756324699
"FLJ23519 /// RNH1",2.99471324348297
"CYP2C8",3.07454499802638
"IKZF2",3.67808053904267
"ISCU",9.97462507025909
"ESYT1",8.59501376969536
"TEX261",7.26346805303858
"IL13RA2",4.14233683027677
"ATP1B4",3.29807106442089
"NUAK1",6.54492405203806
"TNFRSF11B",4.99875808333335
"ATP1B1",7.94270716076642
"DROSHA",6.93888567785723
"MON1B",7.64215457953208
"SIPA1",5.67256994467766
"DCTN6",7.4623326049792
"CYP4A11",7.81232486382206
"RNMTL1",6.43609401148754
"HIST1H1B",4.07854110734946
"TRIM45",5.71659510153759
"HSPBP1",5.64562493329209
"RSAD2",5.45310355583557
"SMU1",5.79899258885016
"SIRPA",6.94181690727856
"IQCB1",5.82002429876773
"KMT2A /// LOC101929115",6.275326409911
"ABHD3",6.39842079851912
"NINJ1",8.30660825859174
"DMRT1",2.59766945532533
"IL4R",7.05373396600621
"HTN3",3.12563167128543
"NUP85",6.7635844762351
"TSSC1",5.17305769974586
"OCRL",4.4303162308189
"HOXC11",3.80315350562432
"ANKRD34C",2.83475822205908
"RAD54B",5.07180150682825
"CLDN16",5.26784858270146
"TAF1D",6.5157057132259
"CST2",3.32121041943261
"SOSTDC1",5.86997499939713
"ZNF573",3.69824720662666
"RND3",6.47071459248701
"TNFRSF25",4.00620854889787
"VGLL4",7.8796806125972
"SUN2",7.39482278956906
"CRK",7.94539193405982
"FAR2",3.79637900504786
"FSBP /// RAD54B",3.72531239166813
"FAM49B",4.59799930315648
"TBC1D17",5.91423763006577
"PLEKHA4",4.61977242505768
"OR10H2",2.72366013833156
"NAP1L3",4.75489624448324
"CCDC106",5.47942185894388
"CPQ",8.52941784514144
"TXLNGY",4.13745996716107
"MAD1L1",5.17864465568784
"FMNL1",4.93915488843879
"NUSAP1",4.80398842324695
"NPFFR1",3.79504941120637
"PAM16",5.36085119365905
"PTPRZ1",2.46292411047565
"SCGB2A1",4.23905674079089
"ZNF665",5.39361848049642
"C2CD5",7.19859492436821
"FAM189A2",5.07956141523959
"UBE4B",8.64876765934575
"IFT122",3.43950090261272
"TGFBR2",5.35561778616564
"ADRA2B",4.62697427465327
"ATF7IP",4.02028683396625
"PSMF1",9.28109618638037
"RGS4",3.61123515721244
"ZNF717",5.55455002131441
"EMR3",4.43028962124391
"FCER2",3.6127063005188
"TMEM5",4.27222626480619
"GPX7",5.1137700730136
"GCNT1",3.67567502761858
"NDUFV1",8.80877910201056
"GRM6",3.25574945655051
"TMEM186",5.36121833959726
"INSIG2",6.9806859031577
"CD27",5.51532880599292
"LDOC1",6.72269646558559
"FASTKD1",7.14906440846449
"KRTAP1-1",2.63840920434773
"FIP1L1",4.96402494041044
"PTPN18",4.71145972099492
"ZNF74",3.786064006588
"SURF2",5.45620632026804
"IL1RAPL2",2.88550940540321
"PTTG1",5.98227666510093
"GFI1B",3.48949055374789
"PLAGL1",6.5864686595662
"DOK1",5.04420409065693
"HIST1H1A",3.77314266395019
"UNG",6.68569687700422
"RAC3",3.59199448615002
"MRPL48",6.25532095468283
"C12orf10",5.91251741696788
"DBN1",6.49258919058971
"ZBTB48",4.89392949719258
"OPHN1",13.4080778410515
"SCN3A",4.86743127379111
"TKT",7.92900942618421
"ZNF324",5.22823375801313
"YES1",7.2086808346775
"CDCP1",3.45963687019531
"PSAT1",8.5047211353427
"RP11-395B7.7",6.31827317124026
"IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV3-23 /// IGHV4-31",4.86268431226735
"TCEB2",7.69394354327219
"ELP4",6.43010299861169
"EPHX2",7.14245450332315
"PRAF2",6.40503082582161
"CAP1",10.401024734936
"BPY2",3.27328746536045
"RAB9BP1",2.50081157531231
"FAM63A",7.16855111976294
"CHIC2",6.22425585044998
"RP11-114H24.6",3.60586871807239
"AKR1C3",7.84472657105889
"SMCP",3.42332945035945
"ZNF32",5.610686092715
"DBH",3.92982979092399
"SPATA2L",6.96552878814562
"EFHD1",8.39467644495688
"RAB25",5.95322777320087
"ARL2",7.26925292916256
"RBM42",5.76362618325205
"NME8",3.40560691506825
"MRPL4",4.90318654166501
"MYH4",3.25302650281368
"GDAP2",5.13665494902054
"HSPA1L",4.31904255137291
"IFI27",6.69318311390616
"TRIM26",5.83557311725652
"EXTL2",6.21939268893539
"PHKA1",4.71567388687343
"TAF5",5.72446340364849
"TRIP4",7.00487061768541
"TRIM27",6.2424707725323
"BRD1",6.19493002878263
"KRTAP9-9",2.43060674545131
"PI3",5.71328595606789
"IL18",5.08831770077918
"TIMM44",5.01090045631867
"TUFM",7.88222849536142
"GNAL",5.07046950346247
"HHAT",5.21413751849824
"PALB2",5.5370018967899
"ZNF165",4.55498457291709
"EPYC",2.51336910187584
"LIMK2",4.92120579222015
"REXO2",9.41651842814673
"YTHDF1",9.35030734575948
"TLE3",6.92729900914472
"TAF7",6.83162056448922
"TBXAS1",4.96310014881149
"HNRNPA3P1",2.46307087779257
"TUBB4BP7 /// TUBB4BP7",2.87325545101121
"XAF1",6.7220505108057
"NAT10",6.07917854387482
"CS",9.15035835437624
"SELP",7.20502525266862
"GEMIN7",5.08226281124319
"CTB-176F20.3",3.52731901447106
"ATAD2",3.70016592595873
"NACAP1",9.62763563996568
"ATP7B",5.18584122099054
"ARHGAP12",5.53726905516469
"PHGDH",6.29222154822355
"MAGEF1",6.28198225358261
"SPTBN5",3.61934800061302
"BATF3",4.45032361193605
"CBFA2T3",5.45405387527667
"VPS37C",6.05404809317739
"NOC2L",5.50909137991257
"DHCR24",7.29868745334598
"CYP46A1",4.76159733181476
"HDAC11",5.2672615073769
"ADORA2A /// SPECC1L-ADORA2A",5.25295649078189
"PLIN3",6.42040208176373
"HCRTR2",3.54041377422069
"CYP2B6 /// CYP2B7P",6.75273794955443
"FAM134B",6.97915977714761
"KLF1",4.31353590771359
"SDPR",6.9096264746436
"HAGH",9.16847471338158
"XRCC2",8.00147088792619
"LOC102725072 /// LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P",5.52621304840009
"INHBE",3.1513001616997
"CSRNP2",6.62238501586887
"GPR17",2.87748972983046
"CDKAL1",6.40765988830479
"SYTL2",6.43179432051393
"SENP6",7.64932422525515
"AP5S1",5.64719031968197
"FKBP1B",5.87409880834513
"HLA-A",12.0596733841254
"PCDHB17",2.43451064712152
"E2F4",6.53721203116497
"SAA1 /// SAA2 /// SAA2-SAA4",5.97849105078628
"AMPD2",7.47202530350629
"OTUD3",5.23197154529317
"S100B",3.01485867544208
"PTAFR",6.23099872321141
"ZNF43 /// ZNF729",6.22231441929207
"MAFF",4.70890153877457
"ZDHHC4",6.75818808413093
"NT5C2",7.8271869087424
"TMEM184C",7.83044063172976
"MMP26",3.29950474765919
"HIST1H2BD",8.06193044280352
"PACRG",4.9019236617345
"IQGAP2",7.46486663908485
"HCFC1",4.6984984787331
"CKAP4",9.38060700706242
"POMZP3 /// ZP3",4.88693489257176
"C7orf43",6.27022107845434
"NLRP3",4.24716331269452
"OIP5",3.0677751645393
"TNFRSF1B",7.14409051563957
"CCDC33",3.51093086810932
"STAT6",8.63852652066194
"PITPNM1",5.30293882487049
"SLC38A4",4.74034174211893
"FEZF2",2.56467105229093
"TESK2",4.0658951719339
"LOC101927965 /// LRAT",3.03773107866239
"BCKDHB",5.90836517445339
"EIF4EBP2",8.0193924802527
"NOL8",6.63409790643263
"CSF3R",4.84848386207714
"CTDSP1",8.61557499685292
"GNLY",6.12161349793393
"KLHL2",7.86457684772648
"TRAPPC2 /// TRAPPC2P1",6.03787851685549
"PRPH2",4.16965233831963
"AGPAT4",4.33528546127672
"KIAA0586",5.6189571404382
"SSRP1",6.5280436411112
"GNAI1",6.97559410989476
"CCDC64",6.59043341001844
"LOC645166 /// LOC654342",6.8930858536769
"STOML2",7.16843136162965
"RPL35P8 /// RPL35P8",3.20103348358618
"TXNRD2",5.68718560617982
"COG8 /// PDF",6.85806185113433
"SIRT2",4.61785477703033
"CTGF",6.76536628290784
"UBBP1 /// UBBP1 /// UBBP4 /// UBBP4",7.07167019050112
"PPP1R11",6.13888506916362
"GSR",8.35313418246267
"LOC101928189 /// RSRP1",8.53591774649371
"LDHAL6B",2.46522080906691
"RNF19B",6.96572666751395
"COX7BP1 /// COX7BP1",7.10623112404571
"GABRA3",3.42447999350429
"MIR6743 /// RIC8A",7.33289204250948
"IL15RA",4.93424854613141
"GAGE1",4.04382529845092
"VSNL1",3.96004948300766
"MYO19",4.8369141906169
"BAHD1",5.50502180663026
"DIP2C",7.37825601790691
"BTC",3.89032573336888
"PKP3",3.69398244293399
"LOC1720",2.38678278942428
"GNGT1",3.3872286863393
"SUMO1P2 /// SUMO1P2",3.21146917355944
"MCM3",6.51181668138505
"CLDN3",4.3097422222575
"ELANE",3.60221117440996
"CCNT1",7.64071891916536
"PUS1",5.20456405427634
"LAIR2",5.0016027248699
"CCNJL",6.12595328124975
"THTPA",6.90420577563473
"EZH2",5.64159171892411
"KIAA0391",5.38834524830109
"EFTUD1",5.24346668948878
"IRF2",7.03311467363292
"TGM3",3.83051358729942
"ATP6V1G2",3.87116784977384
"TBRG4",3.52433527846192
"MPP1",9.19608866355693
"FBP1",8.95457279062662
"SLC30A4",5.98956471906545
"RPP21 /// TRIM39 /// TRIM39-RPP21",7.1096498652184
"TRIM23",4.43471598156748
"UGT2A1 /// UGT2A2",3.85515710768949
"FAM98A",8.15285365674893
"CYAT1",2.48834867507543
"OSBPL1A",7.92660702499955
"GLUL",7.76405032957034
"RP1-6P5.2",2.62803834555499
"RP11-649A18.7",4.76917237952886
"MFSD5",5.86739597329879
"SRBD1",5.75167750472758
"SMAD5-AS1",3.24156343173778
"NAGPA",5.00469640486657
"ZNF767P",5.84566291779562
"GYS2",2.37740154304556
"GNL2",6.52684647666468
"GKN1",2.75531080644781
"NUP214",5.02379165842945
"CYP51A1 /// LRRD1",7.55415321718999
"CKS1B",6.54587719111043
"ABHD5",4.98449627713904
"BAX",6.13412165085149
"GSTM5",4.76115377886143
"LOC101930235 /// TRIM48 /// TRIM49D1 /// TRIM49D2P",3.14517178054202
"LY6D",4.99281289967996
"EFNA3",4.16663677566356
"ZFP69B",2.67669504251648
"DDRGK1",6.67523522736919
"ANKRD26",3.7556844761912
"CATR1",2.76476366148065
"BTN2A3P",3.04106569901158
"GARS",8.36322115332639
"POLE2",4.35468258517475
"KLHDC4",4.37963928019428
"POLD1",4.10882845097923
"SLC7A9",7.68528495836107
"CCR10",3.46963926429159
"POU5F1B",5.84065498862813
"NEMF",7.07813342001324
"ZNF282",4.52632592698318
"LYN",5.96430453747267
