"","merged_dataP[, 10]"
"SUSD4",4.48324171065465
"ANKRD40",7.91390635548767
"RPS4X",12.3660761750533
"QDPR",7.60366371350166
"CTLA4",3.68932002611937
"GCOM1 /// MYZAP /// POLR2M",4.22460690017259
"GFER",4.20687255860716
"STEAP4",4.14004473609425
"OGDH",6.49398667847809
"CLCN4",4.10687415503475
"ARHGAP1",6.40142641073681
"SCARB1",3.44214117621024
"PRKRIR",7.31140588410713
"EBAG9",6.9514324878455
"ABCC4",7.49611105844282
"MATR3 /// SNHG4",8.21047024390522
"MYLIP",7.50389518963457
"ITGB1",5.832899008346
"PTH1R",8.50420183807186
"ORC4",7.59495755107188
"MSANTD2",5.87861707190125
"GLIPR1",7.68520312588292
"SH3YL1",8.26992212146546
"BRD3",6.20410949524976
"KIAA1324",5.43739434158015
"DAO",6.42580406566685
"RPL10 /// SNORA70",8.28865307565974
"MYH11",6.43627255679297
"RRP7A",5.26060554542299
"TPH1",2.60892512517593
"SEC14L2",3.72300356444197
"FLJ10038",5.89283083367454
"BTF3P11",3.18006204063724
"CITED2",7.01316462327704
"TGFB3",3.61043145360577
"CSNK1G2",5.91048092877997
"GORASP2",7.25688850383974
"ARHGEF15",4.25991504760616
"PLXDC2",7.09048545014631
"GLTSCR1L",7.7503559046113
"CAPN7",7.1518318757069
"TRIM5",4.68823264658956
"EXOC7",5.4355625572095
"UBE3C",6.47185196762509
"F2",3.44035693599813
"MDH1",9.06695137682791
"FOXH1",4.80220354628524
"BANK1",4.34805719531821
"ACVR2B",5.64199840741331
"EIF2B1",7.65324082903844
"WWOX",5.16073555096848
"WDR1",5.47354896456434
"ZNF177 /// ZNF559-ZNF177",6.62740799613894
"ZNF638 /// ZNF638-IT1",8.21306186093172
"SLC15A1",5.72610954486269
"SLC26A3",3.29342007772805
"MMP15",3.3412545859401
"CIT /// MIR1178",4.01073583993869
"CCT2",7.81540344000375
"PDE5A",3.82602661405173
"RBM10",6.02186286331703
"HEBP2",6.18870590621726
"SORBS3",5.22505462847062
"GAB1",4.03808637198931
"HCFC2",5.6892659307748
"RAB21",8.61396160906684
"MOCS2",7.4163073027991
"CSNK1G3",7.17586064752457
"RPS16",11.7278114377355
"CABP5",3.22319539875729
"NXPH3",3.6560935317949
"HSPA8 /// SNORD14C /// SNORD14D",10.8372815463854
"SEL1L3",4.55159038392704
"CSNK1G1",4.03393674010172
"WDR48",7.53769514767043
"MYOM2",5.86843216058515
"TUB",6.61532743426266
"ERAP1",3.52161617412779
"B3GNT4",4.21908037628782
"ENPP1",3.87979066988949
"TSPAN3",5.00347711147064
"IL17RA",7.02896073146475
"ERG",5.45294293765081
"RPGRIP1L",2.69357262252667
"ZFP36L1",3.60358143285343
"SMUG1",5.00877659156718
"KIAA1279",6.56610617677342
"ST13",7.84235067836138
"TCEA2",6.0453092070832
"NOL11",7.03179518647909
"DLD",8.82356128651152
"PLGRKT",6.46147346925399
"SSH1",5.18825487612538
"BCL7A",5.23234810769749
"C10orf12",4.35980271029816
"TUSC2",6.00932943574588
"CDH2",7.91323974733346
"SNX3",8.5869739062295
"P2RX7",6.29508994905464
"ADAMTS13",4.03978316409758
"DIABLO",8.61536499431378
"CYP2D6 /// CYP2D7P /// LOC101929829",4.02859045778736
"PPIA",11.3620986460109
"COX7A2",9.75513671666776
"FAM134A",8.07215768580446
"NEDD8",9.30392203749127
"DCAF15",4.25668394625004
"LSM3",8.25380691996862
"ANGPT2",4.17022625920945
"CFB",3.44424683755019
"RNF130",6.37799052312068
"TELO2",4.99237899230667
"COL1A1",7.87970541399709
"GALE",5.84981387224425
"DESI2",7.46040433402853
"ZFR",8.58264459968083
"GLUD2",5.02218054666967
"ABI3BP",3.3717262579832
"PDK4",5.12951284954269
"NRL",3.32274799786711
"LOC101927458 /// LPHN2",5.49105894107206
"VBP1",8.70905280713313
"SNCAIP",3.50633295598848
"NCKIPSD",4.17280821343595
"OLAH",2.97273272134583
"DLEC1",3.42087260920775
"COX6B1",10.3660106919169
"GBA3",7.83640891358058
"HBP1",7.076927988531
"EIF3J",7.2527075735573
"GYS1",5.6972786407374
"AKR1A1",9.67883191342043
"BLVRA",5.50312889671131
"TPSAB1 /// TPSB2",4.21236461042672
"PNPLA4",5.53061064110573
"PRRG2",3.6325427494503
"ADAM17",4.28738338158483
"ATP5L",8.37401515354543
"ATP9B",6.74587588823562
"SLC22A18AS",5.63469169427281
"RPS18",11.3780381926139
"VCY /// VCY1B",3.64410380776587
"ZNF654",5.534601017032
"ANXA5",9.31313578087831
"MEG3",5.37774835414392
"CHN2",6.62229863502189
"FLJ11292",3.21234415972149
"TNFRSF9",3.0675781963369
"TCF4",5.41130737956647
"LALBA",3.02009420370222
"BIRC5",3.95832082460649
"GPRIN2",5.34173048667031
"IQCC",3.55958513222707
"ACSBG1",3.43151783216178
"CTC-428G20.3",6.37095381177483
"HIST1H1C",9.62555729592959
"PIWIL2",3.82093789993231
"MGST3",10.4925585426741
"EMILIN1",3.70710296229985
"ILF3",6.07402870750116
"FOSL2",4.31241833887218
"CKM",3.0776726871617
"FXR2",5.83717948647629
"CARHSP1",4.23466667929744
"IGFBP5",5.84834550909363
"GRIA2",2.95908624212201
"SIRT5",6.29258673663712
"SGPP1",7.18116733852696
"PPP1R26",6.45311449717323
"GRK5",3.85552017074087
"NDUFS3",9.17258888409288
"MGAT4A",7.74725876829831
"KPNA1",7.62344301272881
"CACNB4",4.43065298480059
"LOC79999",3.57599333020451
"LRRC59",5.16377793507517
"RPS11 /// SNORD35B",12.446803648539
"ZNF451",7.40432441739118
"TGFBI",9.0563440099747
"ANXA2",7.0434251580986
"SDC2",5.86064737025969
"ATP5J2-PTCD1 /// PTCD1",5.59934546600986
"MET",3.97333307911304
"LYVE1",4.772792836625
"TNKS2",7.35185190682745
"DIRAS3",4.84468998229768
"HIST1H4H",4.68864386038773
"PPP2R5C",5.64694179363058
"SCCPDH",6.77199287970919
"AASS",6.14747222143471
"INF2",4.25067531901079
"HPS1",4.63486565582456
"IQSEC3",3.96617687794141
"KCNJ12 /// KCNJ18 /// LOC100996843",3.86889283561105
"ZNF467",4.99335317326774
"RASA2",5.05622501716263
"KLF5",5.626002316505
"HHLA1",3.29860183800234
"ALKBH1",6.20004882632377
"NPFF",4.81138235519809
"SEMA4F",4.93337267712065
"C19orf26",5.84617376169614
"C22orf46",3.80639590685475
"TACC1",8.69237744499182
"GALNT4 /// POC1B-GALNT4",6.13258125807904
"RCOR3",7.53840580443427
"TANK",5.8218303985063
"CDHR2",6.11987321935874
"ZNF83",6.96363952365419
"RASA1",7.82276333858998
"MIR6872 /// SEMA3B",6.18572104522062
"FAM212B /// LOC101928718",5.83355584762906
"NOLC1",7.42457856101449
"NEU1",7.62669563048644
"SSBP3",6.45035189090801
"ADH5",6.61812784637176
"PMP22",5.17845641219104
"IP6K1",6.64619141626201
"HHLA2",3.27824299413427
"AP4E1",2.9880557195591
"PDE4DIP",4.37396390315971
"DR1",5.93602536247103
"HMGA2",2.71241691357318
"STK16",5.51602344833836
"DDX19A",4.18916131726026
"PPP1R9A",5.49812591904897
"CETN2",8.22550817588327
"APOOL",6.41646954023153
"SIGLEC15",4.29769161516117
"SEC61G",8.74848760124758
"HN1",8.21303349015822
"CLIP3",3.58837841374971
"PLEKHB2",8.6906631543674
"MOAP1",7.30598053944249
"LMAN1",7.42589049767153
"DES /// SUPT20H",4.78733470058708
"SATB2",5.68843182557684
"SPDEF",3.87122923556522
"EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10",4.56231283169387
"RPL27",10.9521359521995
"BMP6",3.20030301196839
"DCP1A",7.01911548951641
"SF3B1",10.0959235990468
"ACOT9",7.5383625787712
"TMSB4Y",4.82323211547832
"ZNF764",5.00403974021383
"RPF1",7.58209827455741
"RSPH6A",3.53785330687231
"HYPK /// MIR1282 /// SERF2 /// SERF2-C15ORF63",7.26199520377278
"PPA1",8.50535541006837
"CREB3L2",5.76163789829213
"PNPO",6.31306647685008
"PLAA",5.91306398862585
"TOR1AIP1",9.21203109159642
"ACBD3",8.23305691155189
"TFB2M",6.57417252669617
"CALML3",4.26387710558222
"ATPAF2",4.44524504212174
"GCSH /// LOC101060817",8.22227839996395
"CPT1A",6.79772589587506
"MCMBP",4.36318229187738
"ZFAND6",10.0611499711517
"CLDN1",3.6367031242004
"LTBP1",7.36461429551703
"ATP10B",2.68657694514794
"PUS3",5.54243763973642
"L3MBTL1",3.80001217090334
"MVB12B",4.29625379865874
"NFATC4",4.07845684516702
"LRRC37A3",6.03585572042221
"PKNOX1",6.31431774843646
"COX7A2L",9.25349275828185
"MUC6",3.51340195252359
"NUS1P3",3.38379237639609
"COX4I1",8.865888432214
"GID4",6.47625573838907
"EFCAB2",5.96709916799465
"HINT1",8.92653283152323
"MIR6805 /// RPL28",12.1863825708075
"PSMA2",7.26937565732922
"NIN",5.57542052831797
"PIK3CA",7.317841781286
"PPIH",6.93811020424936
"DDX51",4.26329799124028
"NIF3L1",6.92161767395322
"ATP6V0E1",11.5275035108151
"SLC35F5",6.88792576726075
"CCR2",5.67190553359762
"UFC1",8.22809121302947
"NOC3L",6.36333095388794
"RNGTT",4.09996923204798
"TNS1",7.03055945692789
"DAP3",7.70331946251133
"ANXA7",9.23587783392659
"COL4A3BP",8.65928543833142
"HPSE2",3.68380287159169
"AV8S2A1N1T /// hADV36S1 /// TCR-alpha /// TCR-alpha /// TCRA /// TRAC /// TRAJ20 /// TRAJ20 /// TRAV36DV7 /// TRAV36DV7 /// YME1L1",2.6939794504206
"TTC37",6.80566077627218
"CES1P1",3.86018335499644
"POU2F3",3.0596444950336
"SLAMF7",4.70442150234794
"NAA60",8.05881712363066
"ZBTB44",6.98074903984356
"OAS2",4.71125511454511
"IDH3G",6.8374416083185
"ING1",5.34835123835148
"TCFL5",5.71086536639102
"IQCA1",5.37906322500357
"ATP5F1",9.82266363558617
"RAP1GDS1",4.46614466206822
"EPS8L1",4.07705907842724
"PMPCB",7.84125761961731
"COTL1",9.8130710000117
"PDS5B",3.7424816336091
"AP4M1",4.13438348252779
"TOLLIP",7.93129995207952
"PARG",5.52898075540983
"ZNF3",5.56102984625885
"WDYHV1",4.63070000230614
"ZNF518A",3.59602269880427
"ITFG1",8.47028386465295
"RPS3",10.9304171770259
"ZNF688",3.66876773893667
"LA16c-358B7.3",4.68952481477891
"SYT12",3.58439903977745
"KCTD12",9.72667102408138
"DDX6",9.38388371314834
"METTL7A",10.9560232614175
"ZNF230",3.69473781871307
"LIM2",3.58247186890926
"DPYD",3.78324833380604
"ALDH5A1",6.05949043449268
"TUBB6",6.96553526458732
"LOC100506603",5.06210738029073
"LRRC20",4.49912004095357
"ZFR2",3.25317230656144
"CLASRP",6.78783960840115
"RCBTB2",8.50154488313588
"PFKFB4",4.12571745433365
"DPH2",5.9772518255693
"PATZ1",6.75706914558222
"DIO2",3.65565035673032
"BMP8A",2.51345879766947
"RNF6",7.1085152309831
"METRN",5.32509057519284
"MCOLN1",6.05458635584766
"FGF9",6.95544317264425
"VSIG4",6.07239986013868
"RABL2A /// RABL2B",7.45694159589998
"GNL3L",4.75446531479985
"PTGES",5.50992062355473
"ROR2",3.85980641264047
"AGK",5.98584714367276
"RBM8A",7.57037256611415
"PCNXL4",6.28871115528176
"LOC101930112 /// SPG7",7.7505656101265
"FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC101928349 /// LOC101930363",4.86165089770616
"MPP6",4.51419383380196
"ROBO3",4.46998641924086
"STEAP1B",3.41163210262588
"RAD51C",6.31751303930296
"TMPRSS15",3.15454428726046
"RBFADN",4.73239997152208
"ZSCAN32",4.27614835748923
"OLIG2",2.91536656567355
"PDLIM7",4.87906632092312
"AOC4P",4.22464275234841
"ST8SIA5",3.91950755596593
"SRRM2",9.89359055557624
"PDS5A",5.56529244862822
"ATRIP /// TREX1",5.8360373203278
"PTPN11",8.14192076097963
"SNRPA1",7.36224299140219
"CCDC176",4.77173985475192
"ALDH7A1",5.96201069019403
"SNRPB2",8.11167334036071
"CEP76",4.2029185209872
"SPTBN4",3.19416802376034
"EFEMP1",6.27877275178678
"RPS6KA4",3.47518919718084
"LOC101928830 /// LTA4H",9.77503655615933
"ITPK1",8.93833044487669
"CDK18",5.22690443069614
"SMYD2",6.64784094034163
"WBP1L",9.89185016846223
"PCGF2",6.92504806350724
"ITIH5",6.66468136767394
"RPS27",10.9679176245073
"ADSS",7.69194344012518
"USP25",7.24309414998562
"PTGES2",5.83183390888958
"TMCC1",6.35922196564845
"LITAF",7.20477185695293
"PSMD6",8.92459539711692
"RTF1",6.20521503267344
"CTSO",7.76910601978733
"PRDM9",3.29172668828858
"RNF121",5.64778570331874
"IGF2-AS",4.3426630437319
"NDUFB8",9.17916311342661
"ANGPT4",3.99109624541549
"SHMT1",7.09422640076341
"LANCL2",6.28381474548927
"ATP13A2",3.95472066509412
"GNG12",6.81348103045706
"ARSD",7.4338902433143
"INTS7",4.86338186726421
"PLA2G4C",4.09823086523085
"CHD9",4.61567152657252
"FDFT1",8.11643642640361
"DNAJB4",5.55632804029173
"CAMK1",4.49801209286289
"ICOSLG",3.81430967037001
"USP21",5.58570007927624
"FAM13C",5.27469231126265
"TFCP2L1",7.39498139995248
"SMG9",4.61597786368515
"IGKV1-17 /// IGKV1-17",7.04913538953175
"CPM",6.56231859353136
"DLEU2 /// DLEU2L /// MIR15A",5.19189940081794
"AHNAK2",3.6600331879224
"MID1",6.16999272854078
"KAZALD1",4.00940995680454
"CBLL1",3.37710889027778
"TRMT13",4.82571156959179
"EXOC6B",3.53492641128511
"MED17",6.25397976396651
"PASK",5.03038812010044
"CHD1",7.01439570915448
"LTBP3",4.2629741845179
"CYLD",4.70507417723012
"CARD10",3.95780676641892
"IGHG1",3.46931021819671
"CLTA",8.97207380271534
"CALD1",7.46410381658578
"CDH4",3.28694132418215
"SHMT2",5.87813250108139
"BCL10",7.84819631602676
"TUBB",8.40160235569942
"ARL6IP4",7.29385979382388
"LEFTY1",4.27831364149779
"TRPM6",2.96169609955544
"C14orf79",4.71936976422934
"ACAA2",7.44032779309492
"CYP2B6",6.73863452438199
"MIA",4.61569657791744
"CASK",7.15050161529426
"IDH3B",8.10617679020066
"PHB2",8.94803070994701
"EIF4G3",3.89421393718369
"ZMIZ1",7.7650366325799
"EGLN1",7.82146007956683
"TAT",3.83736761681985
"SYT13",5.71197954078669
"KCNQ3",4.6258655435549
"TBC1D8",5.31967180096755
"ADAMTS12",4.3651870054962
"HS3ST3A1",4.11139489391806
"RHOBTB1",7.27541152962772
"GPX2",3.17337769642977
"SEPHS1",7.1085121270962
"SCYL2",7.46039986124711
"SORBS2",5.72538486642472
"ABHD17A",5.14437818222085
"DHRS1",6.2834800671482
"SLC38A2",9.32643464935711
"STX2",6.12407957742821
"WDR74",5.66074169613583
"GSK3B",5.66656365358464
"ZSCAN2",6.56229057876269
"EPO",3.39411783460542
"TBC1D9B",6.79756859955907
"SECISBP2",7.46853124376648
"SLC25A28",6.21463589914216
"ARPC1A",8.47858579817086
"SLC25A3",11.3172130679423
"DAZAP1",9.13593840715502
"PRKCZ",7.09179303463321
"MED9",5.34137422199463
"CNOT1",7.02553882381471
"PCNA",7.10520432109831
"C1S",4.28645914558075
"ELK4",3.6242533443879
"CCZ1B",4.99652352774968
"AP1S1",6.32829309949892
"METAP1",6.71486882558085
"DDO",4.69701721277623
"TM4SF5",4.55998740773977
"IL1RL1",5.07953953457779
"PLAU",5.93618631053559
"GIMAP6",6.18466066669563
"PCID2",5.91401063741697
"MADD",5.99751445413211
"MEX3C",6.64895359455357
"CLCN7",5.23640252371787
"TMEM8B",4.20630135253922
"DDI2 /// RSC1A1",4.98477743289114
"DDT /// DDTL",7.91784996124305
"HSPB2",4.0395138011499
"CUEDC2",7.77369003746752
"ELP6",6.15504527313505
"STIM1",5.16514876174108
"RPS8 /// SNORD38B /// SNORD55",9.94916045774038
"ATP5A1",11.4578641896217
"PTPN9",5.32962424121722
"FPGT",7.26316094382532
"CEP170 /// CEP170P1",5.8060342418213
"DKK3",3.74915258981671
"SPOCK3",2.97629470039001
"DRG1",7.66890077136436
"TXN2",6.62819552940385
"CLN5",6.64049271065944
"RBM15B",6.30765018896061
"MRM1",3.85294864029835
"RPL10A",11.4989195458974
"RPA2",5.71980302543141
"N4BP2L1",5.08581437059009
"SPEF1",4.23551791391522
"PAGR1",5.96333065937365
"RAP1GAP",5.37971157468444
"DUSP8 /// LOC101927562",4.93803887566709
"NDUFB1",5.14776467940352
"DUS2",4.761056713514
"ATP2A2",8.31991385796144
"HSP90AB1",8.85021529348149
"INSL3",3.77726019264395
"ADRA1D",3.05026008404426
"LOC101060747 /// PDPK1",8.47622532363837
"LINC00965",4.26577919292563
"GABPA",4.55364423225576
"SHANK1",3.47261070916882
"TBC1D22B",5.40947067863439
"TYROBP",9.92414699598826
"TXNDC15",7.74158254077885
"PEX6",5.83406935617652
"KDM6B",8.2508405173904
"KANK3",5.63974798358903
"CASP9",6.24337810132724
"PIAS2",2.73079125383465
"ZNF423",5.46115273562549
"CST6",4.12029190384659
"LAMA4",3.71626782211952
"PAX1",3.01702987302011
"C1orf95",5.21511880646929
"FAM21A /// FAM21C /// LOC101930591",9.56621780042343
"RBP3",3.58663007544158
"USP10",7.58938098499662
"PPID",6.68561268677575
"TTC3 /// TTC3P1",7.64938343613463
"B3GALT2",2.93345218201992
"SMAD6",4.34796348256971
"CYP11B2",3.89338879106038
"ALMS1",6.51206454547766
"SPTB",4.30844656719611
"FCER1G",8.19431764856199
"SMCHD1",4.24276728836185
"TPM4",7.19898853665391
"TTC18",4.38275184244023
"POP5",7.91191384545546
"PRKACB",8.26200037260772
"RP11-473I1.9",4.57599130402435
"PCCB",6.68574796782026
"HOPX",4.46226983613315
"CACNA1E",3.39325046996573
"ARHGAP15 /// LOC101928361",5.1680731352632
"DUSP12",6.33906695025818
"SFI1",4.05029362499242
"TMX2",8.29225936488133
"DYNC1LI2",7.82769545267566
"ATP5E",9.78528144780079
"TTC38",7.71742979766041
"FAAH",5.41868266006835
"HADH",7.76453193494792
"CTAG1A /// CTAG1B",3.92049666207766
"ABCB8 /// ASIC3",3.43098129175901
"IPPK",6.01943501126546
"NADK",7.21242725140262
"RAB3GAP2",4.56054084061538
"CLCA2",2.57185145088681
"HS3ST3B1",3.88807338660791
"CDA",5.67601095388765
"LRFN4",4.41021622284605
"NLGN4Y",3.14143615642007
"KLK11",3.32473360716042
"SLC9A6",7.61076743294307
"FCN3",4.5397212007014
"TRANK1",7.23560246307362
"RXRB",5.42161787092259
"SRRT",3.98715482202321
"KIAA0195 /// MIR6785",3.04022911336369
"TONSL",3.74680896110356
"RPS11",9.51046430093207
"ORC5",3.37261939820617
"ROS1",2.9676484985355
"TM7SF2",5.35185319570321
"TNKS",4.48865305228303
"KLHDC3",6.36729526355751
"STX6",5.59133754481635
"WNT5B",3.31566172568445
"RAB14",8.2105227208755
"SMAP1",7.80396540409141
"S100PBP",6.44796327876788
"RPS14",5.12428049315143
"ATP5SL",8.04939422031585
"HBS1L",5.93170753558213
"SCPEP1",6.807104456365
"THAP1",6.65318070652288
"CD9",9.01823159559759
"ETHE1",5.68296326939771
"PHF20L1",4.58435073293474
"STK4",6.48102644462061
"PTDSS2",5.64028001807451
"AMD1",8.88597155101708
"KCTD5",4.15931593263778
"ZBTB7A",4.13580497989295
"DCAKD",4.13932434630078
"RAB9A",8.01303108368874
"FGFR4",5.43114229696873
"DUSP6",8.96907840047296
"WFDC2",8.38082851333776
"TRIB3",3.86427567167783
"CLPX",7.20822115517383
"NCOA1",8.53485584620705
"RPA4",2.6545791499777
"PON2",4.30806519883593
"NUBP1",6.80003964893312
"PIGG",4.93177955779897
"MASP1",3.19866279441201
"IRGQ",3.63505095406548
"COLQ",4.62646812869291
"HIST1H2BG /// HIST1H2BJ",5.10619028054075
"IP6K2",7.23989115882604
"KCNAB2",3.96339310717199
"RLN2",3.05468845773628
"SLC2A14 /// SLC2A3",5.63374339570858
"UBXN4",9.05799572964263
"ARPC1B",7.41910193055252
"FARSA",4.39218884522714
"LNPEP",4.71573905398742
"XPNPEP1",7.49244742184955
"ZBTB22",4.97088036931072
"METTL17",6.60330220011988
"PEG3",5.76841417687613
"GLO1",8.76425102268052
"SLC9A3R2",5.82422087134963
"SALL2",5.4004184813562
"RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8",8.07749917467867
"RPS28",7.40797952915802
"JMJD1C",8.84098859577743
"LOC100862671 /// SRCAP",5.14977533786914
"PKD1P1",5.06135227679061
"DAAM2",6.02933242571612
"GALT",5.8894534480769
"ARL3",7.23897470010705
"TMSB10",12.4365888311877
"FBXL4",5.47141896900871
"HLF",6.18855496689769
"WDR77",6.74319310791252
"AKAP9",7.02784341201029
"RNH1",7.8082916610096
"BAZ2B",8.70157631841931
"GALNT11",8.92016665407371
"TCTN1",7.28726444435443
"LOC729966 /// PDE4C",4.05514279367983
"CIB1",8.13296755556238
"KIAA0753",7.09465605044907
"ZFYVE26",7.7142010830821
"TMEM160",4.41745859430138
"NDUFA4",9.7717621497657
"MSX2",2.4298058571037
"GRIA3",3.32342371741148
"C1D",6.35976381641748
"HNRNPM",5.23171310095754
"DNAJC6",5.8945295996822
"TMEM209",4.00938103459128
"ENOPH1",6.47884013788279
"ZNF22",7.96059873924947
"CNGB1",2.58520183918676
"PALMD",3.41894151791155
"CPEB3",5.65472869213501
"MSLN",3.13810140158065
"TOMM20",9.50979866960422
"POLR2G",8.75966391341858
"TM4SF1",8.38091470259732
"CPA2",3.26739296811894
"LZTS1",3.84677349257384
"CTSL",7.53007659730106
"PTPRA",3.88788720050107
"MST1",7.00487549453806
"LARS",7.86618538639972
"UQCR11",8.4078350243446
"KRT6A /// KRT6B /// KRT6C",3.16459486991061
"FAM49A",4.84073178512125
"CWH43",5.17165668787936
"NSFL1C",8.51365528178378
"VPS41",5.78315287618229
"LOC101928104",2.99994983721362
"NDUFA10",7.19340824207172
"HN1L",8.24257016011635
"JAK2",4.46081225653104
"FTSJ1",5.23296403070281
"PRKCG",3.71489840975597
"ACP1",7.70139257706206
"SLCO4A1",4.53386447733375
"PCDH12",5.79911300513091
"SKIV2L2",8.01651586381602
"GAR1",7.0162920195413
"CD1E",3.98835907393335
"UBA6",4.42157803745951
"TLN1",7.5933623206123
"RBM7",6.82991562536249
"LYZ",5.78565482316044
"GRIN1",3.24829485282095
"MSR1",3.60696243317164
"SOBP",3.41013077553674
"SLC35A1",6.91324144548632
"MAPRE2",3.14245433116651
"MTCH1",10.6537778147239
"MUC5AC",2.91518745311132
"C11orf24",6.25872044975513
"PNMA3",3.90196601526897
"FLJ21369",3.79554632254104
"GTF2E2",6.95394833687503
"KCNA5",4.36921637851156
"TMEM204",4.88730357613985
"PLEKHG3",6.48099359445031
"PRPS2",7.10029129306441
"PARVB",3.21816541334732
"CENPI",2.87847130348027
"SH3GL3",4.58759508802397
"NIPSNAP1",7.37730569609738
"NR2F1 /// NR2F2",6.03834688322936
"ANGEL2",6.72794099163699
"TLR7",3.61249386874059
"CDO1",3.63178868011887
"NOD1",4.39152717935203
"NDUFS1",8.01623340928168
"HMGN1 /// LOC101927733",10.0355725507357
"RCAN3",4.65150326792232
"CHRNA3",3.17224187394114
"BAD",4.61698081003057
"RPL9",10.8359807453903
"EMP1",7.24196885713196
"MPPED1",3.80197587323688
"MTERF3",6.90841525524643
"GABRA2",3.93811746011513
"NMT1",6.88809779505844
"SLC29A3",5.01841998184941
"KLK15",2.82502132213557
"FSCN1",5.80845168197992
"RP3-334F4.1",3.98984105414502
"AGAP2",4.14796948525969
"ASAH1",10.0168030969621
"MCAT",6.34004828133757
"REEP1",4.39189047233317
"TCOF1",5.43869718910582
"FABP3P2 /// FABP3P2",3.08369080633073
"UBN1",9.03929497269153
"DDX3Y",3.34608211017907
"JOSD1",7.32036020084852
"MST1L",6.80387392764815
"VAV3",7.42410841860045
"FUBP1",7.86866403899327
"PHLPP1",3.27798682389615
"CLEC11A",4.18597466455203
"GLRX",9.92861310137498
"EXO5",4.11094959205173
"PLEKHO1",7.13508836491074
"ATP5C1",9.96090934914893
"GNL1",5.88095379366513
"RCVRN",2.71652829962378
"MRPL34",6.92474011901996
"ARSA",4.66713020933744
"KIF3B",7.21263995078187
"CCT4",8.89510047565853
"WAPAL",4.86140537591211
"PRPF31",6.10056255416239
"MAST4",7.60554855337441
"TSC22D4",5.98678176471078
"TIMM9",7.47677557611318
"MYLK3",2.95492297247203
"DNM2",5.37666028497691
"CD70",4.28070184835051
"SLC22A7",5.27040755320146
"NGRN",7.67883239501754
"SRSF3",5.08831002107491
"CHSY1",7.79567249524866
"YIF1B",3.60970290710063
"SASH1",5.49398422253302
"CNTN5",3.06856634941389
"ASMTL",6.68967946026855
"FOXO3 /// FOXO3B",5.37282126682514
"AIF1",7.49160791149932
"COX5B",10.7377277693792
"STARD7",10.2485438382888
"H2AFJ",5.25746054504088
"VDAC2",9.6847809340854
"CTSS",9.33343374208938
"SUPT4H1",8.3397561803083
"CAMK1D",5.77380385168943
"PTN",6.62188249257686
"TMEM38B",5.88967985750517
"LOC101928747 /// RBMX /// SNORD61",7.29033897920166
"FCF1 /// MAPK1IP1L",6.96699885581595
"MTIF2",6.51508702126284
"FAM102A",6.54701956477705
"ERC2",3.30159507621492
"GLYR1",4.92869750345781
"TCERG1",6.49855952362156
"RBM26",5.32143268315328
"PIGQ",5.39123148836657
"HBZ",2.98184236894743
"PROZ",5.67785645350811
"CIB2",4.52112687476848
"DCLRE1C",6.57043292736153
"RBFOX2",6.94538422419813
"STAR",3.28120235936147
"ZKSCAN8",3.35261644814325
"STAG3L4",6.52117560271418
"SLC44A4",5.89924110435074
"TDP2",9.27853315190663
"MARK3",6.93529933941638
"PDCL3 /// PDCL3P4",7.11373960353536
"NKX2-5",3.98609227935463
"PINLYP",5.91251657026878
"C2orf72",3.99376557381586
"COLEC12",5.15558347793987
"EPCAM",8.2705103855816
"ARMC1",6.6607820995156
"ARCN1",8.95260770568252
"MTSS1",8.06625224138656
"IL22",3.25934230067838
"ZNF556",3.32209512618926
"ALOX12P2",3.9541046027036
"ZCCHC8",5.64416050227675
"PRKCB",5.20006038730263
"ZBTB7C",3.20849651761771
"SMAD5",5.57778720461958
"TCEB3B",3.18212537014571
"TUBG2",4.87380512931197
"TRAPPC10",6.79808779161645
"CTC-425F1.4",8.66133773360649
"TTTY2 /// TTTY2B",3.15260155782295
"RCBTB1",3.42786839863632
"KIF5B",7.97503159418911
"MXRA8",5.82381779528828
"ZMYND8",5.85400058506272
"CLNS1A",8.07026915922888
"FEZ1",3.9796239270523
"AMHR2",3.71429808885946
"TNFAIP1",7.36654068580638
"KHDRBS1",8.03792178888732
"RBM12B",6.43124605221778
"TMEM104",5.62759110365794
"ZFPL1",4.47130235090333
"UPF3A",7.87272360312523
"ERP29",8.59256573649651
"SIK3",7.77385998960352
"TNFAIP6",4.14544245165431
"PEBP1",9.70507516244481
"ZNF562",5.05932627009063
"GRIP2",4.07223112874572
"PDE6G",3.85044685777509
"DDX50",7.7802581341545
"CHRNB3",3.93797551687678
"CENPA",3.17287253710388
"TCL6",4.26203243135546
"FUT7",3.79965650459063
"RAB27B",5.28362249261574
"FAP",3.68083731468813
"TMEM59L",3.98851991311056
"PRKCE",4.32739091687314
"CLDN14",4.64714575955421
"SNORA29 /// TCP1",7.29185748094576
"OCA2",3.38027833500665
"STK11",8.56331541053728
"TLR5",5.89646309868621
"ALS2CL",5.2527962380927
"POFUT2",5.45110729829871
"TRAPPC2L",7.27805380399433
"KANSL2",6.6997127621582
"PPIB",10.4662035871446
"HYDIN /// HYDIN2 /// LOC101930373",3.10927073700189
"ADK",7.02596171631041
